"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"9334","S61019D",3,5.44381185741346e-08,"Laceration without foreign body of unspecified thumb without damage to nail, subsequent encounter"
"9335","S61101D",3,4.02512149457238e-08,"Unspecified open wound of right thumb with damage to nail, subsequent encounter"
"9336","S61200S",3,3.0353375204972e-08,"Unspecified open wound of right index finger without damage to nail, sequela"
"9337","S61201S",3,4.28906388765909e-08,"Unspecified open wound of left index finger without damage to nail, sequela"
"9338","S61203S",3,2.90336632395384e-08,"Unspecified open wound of left middle finger without damage to nail, sequela"
"9339","S61208D",3,3.66220070407814e-08,"Unspecified open wound of other finger without damage to nail, subsequent encounter"
"9340","S61222D",3,2.4414671360521e-08,"Laceration with foreign body of right middle finger without damage to nail, subsequent encounter"
"9341","S61228A",3,2.63942393086713e-08,"Laceration with foreign body of other finger without damage to nail, initial encounter"
"9342","S61231D",3,4.22307828938741e-08,"Puncture wound without foreign body of left index finger without damage to nail, subsequent encounter"
"9343","S61239D",3,4.94891987037587e-08,"Puncture wound without foreign body of unspecified finger without damage to nail, subsequent encounter"
"9344","S61249A",3,3.36526551185559e-08,"Puncture wound with foreign body of unspecified finger without damage to nail, initial encounter"
"9345","S61259S",3,3.00234472136136e-08,"Open bite of unspecified finger without damage to nail, sequela"
"9346","S61308A",3,2.14453194382954e-08,"Unspecified open wound of other finger with damage to nail, initial encounter"
"9347","S61324A",3,3.29927991358391e-08,"Laceration with foreign body of right ring finger with damage to nail, initial encounter"
"9348","S61325A",3,2.04555354642203e-08,"Laceration with foreign body of left ring finger with damage to nail, initial encounter"
"9349","S61330A",3,2.07854634555787e-08,"Puncture wound without foreign body of right index finger with damage to nail, initial encounter"
"9350","S61409S",3,7.19243021161293e-08,"Unspecified open wound of unspecified hand, sequela"
"9351","S61419S",3,6.69753822457535e-08,"Laceration without foreign body of unspecified hand, sequela"
"9352","S61429A",3,8.64411337358986e-08,"Laceration with foreign body of unspecified hand, initial encounter"
"9353","S61431S",3,2.77139512741049e-08,"Puncture wound without foreign body of right hand, sequela"
"9354","S61442D",3,2.60643113173129e-08,"Puncture wound with foreign body of left hand, subsequent encounter"
"9355","S61501S",3,3.43125111012727e-08,"Unspecified open wound of right wrist, sequela"
"9356","S61502S",3,3.59621510580647e-08,"Unspecified open wound of left wrist, sequela"
"9357","S61511S",3,3.99212869543654e-08,"Laceration without foreign body of right wrist, sequela"
"9358","S61512S",3,5.50979745568514e-08,"Laceration without foreign body of left wrist, sequela"
"9359","S61559A",3,4.717970276425e-08,"Open bite of unspecified wrist, initial encounter"
"9360","S62032K",3,3.99212869543654e-08,"Displaced fracture of proximal third of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion"
"9361","S62034A",3,6.40060303235279e-08,"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture"
"9362","S62035D",3,8.67710617272569e-08,"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with routine healing"
"9363","S62121D",3,5.14687666519091e-08,"Displaced fracture of lunate [semilunar], right wrist, subsequent encounter for fracture with routine healing"
"9364","S62122D",3,4.52001348160996e-08,"Displaced fracture of lunate [semilunar], left wrist, subsequent encounter for fracture with routine healing"
"9365","S62125D",3,5.77373984877185e-08,"Nondisplaced fracture of lunate [semilunar], left wrist, subsequent encounter for fracture with routine healing"
"9366","S62141D",3,5.27884786173426e-08,"Displaced fracture of body of hamate [unciform] bone, right wrist, subsequent encounter for fracture with routine healing"
"9367","S62142D",3,2.73840232827465e-08,"Displaced fracture of body of hamate [unciform] bone, left wrist, subsequent encounter for fracture with routine healing"
"9368","S62144D",3,4.48702068247412e-08,"Nondisplaced fracture of body of hamate [unciform] bone, right wrist, subsequent encounter for fracture with routine healing"
"9369","S62154A",3,4.38804228506661e-08,"Nondisplaced fracture of hook process of hamate [unciform] bone, right wrist, initial encounter for closed fracture"
"9370","S62155A",3,3.49723670839895e-08,"Nondisplaced fracture of hook process of hamate [unciform] bone, left wrist, initial encounter for closed fracture"
"9371","S62174D",3,7.02746621593374e-08,"Nondisplaced fracture of trapezium [larger multangular], right wrist, subsequent encounter for fracture with routine healing"
"9372","S62245D",3,7.588343801243e-08,"Nondisplaced fracture of shaft of first metacarpal bone, left hand, subsequent encounter for fracture with routine healing"
"9373","S62307B",3,3.06833031963304e-08,"Unspecified fracture of fifth metacarpal bone, left hand, initial encounter for open fracture"
"9374","S62310D",3,9.89783974075174e-08,"Displaced fracture of base of second metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
"9375","S62328A",3,2.90336632395384e-08,"Displaced fracture of shaft of other metacarpal bone, initial encounter for closed fracture"
"9376","S62338A",3,4.68497747728916e-08,"Displaced fracture of neck of other metacarpal bone, initial encounter for closed fracture"
"9377","S62349A",3,6.8295094211187e-08,"Nondisplaced fracture of base of unspecified metacarpal bone, initial encounter for closed fracture"
"9378","S62349D",3,2.11153914469371e-07,"Nondisplaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with routine healing"
"9379","S62350D",3,7.35739420729213e-08,"Nondisplaced fracture of shaft of second metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
"9380","S62359A",3,6.30162463494528e-08,"Nondisplaced fracture of shaft of unspecified metacarpal bone, initial encounter for closed fracture"
"9381","S62359D",3,1.45828172180409e-07,"Nondisplaced fracture of shaft of unspecified metacarpal bone, subsequent encounter for fracture with routine healing"
"9382","S62360D",3,8.05024298914475e-08,"Nondisplaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
"9383","S62363D",3,7.55535100210716e-08,"Nondisplaced fracture of neck of third metacarpal bone, left hand, subsequent encounter for fracture with routine healing"
"9384","S62391D",3,5.90571104531521e-08,"Other fracture of second metacarpal bone, left hand, subsequent encounter for fracture with routine healing"
"9385","S62392D",3,5.80673264790769e-08,"Other fracture of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
"9386","S62393D",3,5.11388386605507e-08,"Other fracture of third metacarpal bone, left hand, subsequent encounter for fracture with routine healing"
"9387","S62398D",3,8.84207016840489e-08,"Other fracture of other metacarpal bone, subsequent encounter for fracture with routine healing"
"9388","S62501S",3,3.82716469975734e-08,"Fracture of unspecified phalanx of right thumb, sequela"
"9389","S62502S",3,3.92614309716486e-08,"Fracture of unspecified phalanx of left thumb, sequela"
"9390","S62607S",3,3.16730871704056e-08,"Fracture of unspecified phalanx of left little finger, sequela"
"9391","S62609G",3,3.7941719006215e-08,"Fracture of unspecified phalanx of unspecified finger, subsequent encounter for fracture with delayed healing"
"9392","S62616P",3,1.03267461295177e-07,"Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with malunion"
"9393","S62638D",3,3.29927991358391e-08,"Displaced fracture of distal phalanx of other finger, subsequent encounter for fracture with routine healing"
"9394","S62641B",3,2.93635912308968e-08,"Nondisplaced fracture of proximal phalanx of left index finger, initial encounter for open fracture"
"9395","S62647B",3,3.26628711444808e-08,"Nondisplaced fracture of proximal phalanx of left little finger, initial encounter for open fracture"
"9396","S62648D",3,1.83110035203907e-07,"Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with routine healing"
"9397","S62649D",3,3.83046397967092e-07,"Nondisplaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with routine healing"
"9398","S62651B",3,3.69519350321398e-08,"Nondisplaced fracture of middle phalanx of left index finger, initial encounter for open fracture"
"9399","S62653B",3,3.16730871704056e-08,"Nondisplaced fracture of middle phalanx of left middle finger, initial encounter for open fracture"
"9400","S63005D",3,4.09110709284405e-08,"Unspecified dislocation of left wrist and hand, subsequent encounter"
"9401","S63014D",3,1.46488028163126e-07,"Dislocation of distal radioulnar joint of right wrist, subsequent encounter"
"9402","S63024A",3,3.9591358963007e-08,"Dislocation of radiocarpal joint of right wrist, initial encounter"
"9403","S63025A",3,3.10132311876888e-08,"Dislocation of radiocarpal joint of left wrist, initial encounter"
"9404","S63041D",3,1.00628037364309e-07,"Subluxation of carpometacarpal joint of right thumb, subsequent encounter"
"9405","S63042D",3,1.11515661079136e-07,"Subluxation of carpometacarpal joint of left thumb, subsequent encounter"
"9406","S63051A",3,6.43359583148863e-08,"Subluxation of other carpometacarpal joint of right hand, initial encounter"
"9407","S63052A",3,6.30162463494528e-08,"Subluxation of other carpometacarpal joint of left hand, initial encounter"
"9408","S63055D",3,1.19433932871738e-07,"Dislocation of other carpometacarpal joint of left hand, subsequent encounter"
"9409","S63064A",3,1.20423716845813e-07,"Dislocation of metacarpal (bone), proximal end of right hand, initial encounter"
"9410","S63071A",3,7.32440140815629e-08,"Subluxation of distal end of right ulna, initial encounter"
"9411","S63072A",3,7.19243021161293e-08,"Subluxation of distal end of left ulna, initial encounter"
"9412","S63094D",3,9.96382533902342e-08,"Other dislocation of right wrist and hand, subsequent encounter"
"9413","S63111D",3,5.64176865222849e-08,"Subluxation of metacarpophalangeal joint of right thumb, subsequent encounter"
"9414","S63115D",3,1.02937533303818e-07,"Dislocation of metacarpophalangeal joint of left thumb, subsequent encounter"
"9415","S63124D",3,9.2709765571708e-08,"Dislocation of interphalangeal joint of right thumb, subsequent encounter"
"9416","S63135A",3,3.10132311876888e-08,"Dislocation of proximal interphalangeal joint of left thumb, initial encounter"
"9417","S63205A",3,4.12409989197989e-08,"Unspecified subluxation of left ring finger, initial encounter"
"9418","S63211A",3,1.65953779653271e-07,"Subluxation of metacarpophalangeal joint of left index finger, initial encounter"
"9419","S63212D",3,9.1060125614916e-08,"Subluxation of metacarpophalangeal joint of right middle finger, subsequent encounter"
"9420","S63214A",3,6.00468944272272e-08,"Subluxation of metacarpophalangeal joint of right ring finger, initial encounter"
"9421","S63215A",3,5.74074704963601e-08,"Subluxation of metacarpophalangeal joint of left ring finger, initial encounter"
"9422","S63216A",3,7.15943741247709e-08,"Subluxation of metacarpophalangeal joint of right little finger, initial encounter"
"9423","S63217A",3,6.33461743408112e-08,"Subluxation of metacarpophalangeal joint of left little finger, initial encounter"
"9424","S63233A",3,1.05906885226044e-07,"Subluxation of proximal interphalangeal joint of left middle finger, initial encounter"
"9425","S63253D",3,8.05024298914475e-08,"Unspecified dislocation of left middle finger, subsequent encounter"
"9426","S63266D",3,5.27884786173426e-08,"Dislocation of metacarpophalangeal joint of right little finger, subsequent encounter"
"9427","S63269D",3,5.90571104531521e-08,"Dislocation of metacarpophalangeal joint of unspecified finger, subsequent encounter"
"9428","S63279D",3,1.46817956154484e-07,"Dislocation of unspecified interphalangeal joint of unspecified finger, subsequent encounter"
"9429","S63290A",3,4.35504948593077e-08,"Dislocation of distal interphalangeal joint of right index finger, initial encounter"
"9430","S63291A",3,5.90571104531521e-08,"Dislocation of distal interphalangeal joint of left index finger, initial encounter"
"9431","S63392D",3,1.70902699523647e-07,"Traumatic rupture of other ligament of left wrist, subsequent encounter"
"9432","S63410D",3,9.73287574507255e-08,"Traumatic rupture of collateral ligament of right index finger at metacarpophalangeal and interphalangeal joint, subsequent encounter"
