Table,test_concept_id,test_name,test_vocab,test_code,pt_count_test,per_total_pt
observation,43530451,Cancer: How Old Were You Head Neck Cancer,PPI,Cancer_HowOldWereYouHeadNeckCancer,333,0.001056147
measurement,3018737,Fibrin D-dimer [Units/volume] in Platelet poor plasma by Immunoassay,LOINC,3246-6,332,0.001052975
measurement,3044549,Streptococcus pneumoniae Danish serotype 19A IgG Ab [Mass/volume] in Serum,LOINC,40974-8,332,0.001052975
observation,4204655,Referral to social worker,SNOMED,308440001,332,0.001052975
observation,4308870,Fall from chair,SNOMED,83468000,332,0.001052975
measurement,3000150,Clam IgE Ab [Units/volume] in Serum,LOINC,6076-4,331,0.001049804
measurement,3010946,Lipid 1996 panel - Serum or Plasma,LOINC,24331-1,331,0.001049804
measurement,3014341,Erythrocytes [#/volume] in Pleural fluid by Manual count,LOINC,793-0,331,0.001049804
measurement,3025698,Blasts/100 leukocytes in Cerebral spinal fluid,LOINC,26447-3,331,0.001049804
observation,4146976,Crushed in between objects,SNOMED,35468003,331,0.001049804
observation,40758326,Transfusion status Qualitative,LOINC,55197-8,331,0.001049804
measurement,2212910,Antibody; rubeola,CPT4,86765,330,0.001046632
measurement,3002692,Appearance of Stool,LOINC,29636-8,330,0.001046632
measurement,3003245,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,LOINC,4477-6,330,0.001046632
measurement,3009220,Epithelial cells.squamous [#/volume] in Urine sediment,LOINC,13654-9,330,0.001046632
measurement,3022683,Crystals [type] in Synovial fluid by Light microscopy,LOINC,5781-0,330,0.001046632
observation,4250603,Adolescent care,SNOMED,408997006,330,0.001046632
measurement,3027227,Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis,LOINC,15048-2,329,0.001043461
observation,4179084,History of malignant neoplasm of uterine body,SNOMED,428941002,329,0.001043461
measurement,3015373,Tidal volume rate setting Ventilator,LOINC,20113-7,328,0.001040289
measurement,3018173,Methanol [Mass/volume] in Serum or Plasma,LOINC,5693-7,328,0.001040289
measurement,3023297,Cortisol [Mass/volume] in Serum or Plasma --PM trough specimen,LOINC,9812-9,328,0.001040289
measurement,3025023,Rhinovirus RNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,7993-9,328,0.001040289
measurement,42868715,HIV 1 RNA [#/volume] (viral load) in Plasma by Probe and target amplification method detection limit = 20 copies/mL,LOINC,70241-5,328,0.001040289
measurement,44787015,Acetyl fentaNYL [Mass/volume] in Urine,LOINC,74372-4,328,0.001040289
observation,4031367,Noncompliance with dietary regimen,SNOMED,129832003,328,0.001040289
observation,4178305,History of cataract extraction,SNOMED,428535004,328,0.001040289
observation,43533233,"Voice functional limitation, current status at therapy episode outset and at reporting intervals",HCPCS,G9171,328,0.001040289
measurement,3010254,Herpes simplex virus identified in Unspecified specimen by Organism specific culture,LOINC,5859-4,327,0.001037117
measurement,3018952,Carboxy tetrahydrocannabinol [Mass/volume] in Urine,LOINC,3436-3,327,0.001037117
measurement,3020707,Mononuclear cells/100 leukocytes in Body fluid by Manual count,LOINC,9305-4,327,0.001037117
measurement,3028164,Complement total hemolytic [Units/volume] in Blood,LOINC,4531-0,327,0.001037117
measurement,3028334,Neisseria gonorrhoeae [Presence] in Unspecified specimen by Organism specific culture,LOINC,698-1,327,0.001037117
measurement,3013830,Methadone [Presence] in Urine by Confirmatory method,LOINC,16199-2,326,0.001033946
observation,441744,Anti-infectives adverse reaction,SNOMED,292799005,326,0.001033946
observation,40664761,"No documentation of blood pressure measurement, reason not given",HCPCS,G8756,326,0.001033946
measurement,3022035,Basic metabolic 2000 panel - Serum or Plasma,LOINC,24321-2,325,0.001030774
measurement,3022307,Neuronal nuclear type 2 Ab [Titer] in Serum,LOINC,13998-0,325,0.001030774
measurement,3022690,Leukocytes other/100 leukocytes in Body fluid by Manual count,LOINC,13524-4,325,0.001030774
measurement,2212780,"Fluorescent noninfectious agent antibody; screen, each antibody",CPT4,86255,324,0.001027603
measurement,3024263,Appearance of Synovial fluid,LOINC,29605-3,324,0.001027603
measurement,3000108,Respiratory syncytial virus B RNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,30076-4,323,0.001024431
measurement,3001488,Cow milk IgE Ab [Units/volume] in Serum,LOINC,7258-7,323,0.001024431
measurement,3007666,Histiocytes/100 cells in Cerebral spinal fluid,LOINC,20504-7,323,0.001024431
measurement,3023270,Clostridioides difficile toxin B [Presence] in Stool,LOINC,10895-1,323,0.001024431
measurement,3031029,"2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/volume] in Urine",LOINC,50542-0,323,0.001024431
measurement,3043000,Haptoglobin [Mass/volume] in Serum or Plasma by Nephelometry,LOINC,46127-7,323,0.001024431
measurement,3049207,Fetal Trisomy 21 risk [Likelihood] Based on maternal age,LOINC,49090-4,323,0.001024431
measurement,3015200,Metanephrine [Mass/volume] in Serum or Plasma,LOINC,29141-9,322,0.001021259
measurement,3041721,Giardia lamblia IgG Ab [Presence] in Serum by Immunoassay,LOINC,40713-0,322,0.001021259
measurement,3051390,Giardia lamblia+Cryptosporidium parvum Ag [Presence] in Stool by Immunoassay,LOINC,48063-2,322,0.001021259
measurement,43534066,MRSA SCCmec and mecA genes panel - Nose by NAA with probe detection,LOINC,72892-3,322,0.001021259
measurement,3018562,Neutrophils/100 leukocytes in Cerebral spinal fluid,LOINC,26512-4,321,0.001018088
measurement,3020990,Alkaline phosphatase.intestinal/Alkaline phosphatase.total in Serum or Plasma,LOINC,15014-4,321,0.001018088
measurement,3027346,Hepatitis B virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,29615-2,321,0.001018088
measurement,3040868,Escherichia coli O157:H7 DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,38990-8,321,0.001018088
measurement,2212886,Hepatitis B core antibody (HBcAb); IgM antibody,CPT4,86705,320,0.001014916
measurement,3022481,Fat [Presence] in Stool,LOINC,2270-7,320,0.001014916
measurement,3044883,Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum,LOINC,34148-7,320,0.001014916
measurement,2212568,Sex hormone binding globulin (SHBG),CPT4,84270,319,0.001011744
observation,4019957,Donor of kidney for transplant,SNOMED,105462002,319,0.001011744
observation,4142591,Referral to anesthetic service,SNOMED,306105003,319,0.001011744
measurement,3038515,Glucose [Moles/volume] in Venous blood,LOINC,39480-9,318,0.001008573
observation,2102033,Advance care planning discussion documented in the medical record (COA),CPT4,1158F,318,0.001008573
observation,4141690,Referral to podiatry service,SNOMED,306160005,318,0.001008573
observation,43533198,"Voice functional limitation, projected goal status at therapy episode outset, at reporting intervals, and at discharge or to end reporting",HCPCS,G9172,318,0.001008573
measurement,3027873,Eastern White Pine IgE Ab [Units/volume] in Serum,LOINC,6282-8,317,0.001005401
observation,4059467,H/O: artificial eye lens,SNOMED,161676006,317,0.001005401
measurement,3012202,Varicella zoster virus DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,11483-5,316,0.00100223
measurement,3024429,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification,LOINC,10676-5,316,0.00100223
measurement,3024944,Large unstained cells [#/volume] in Blood by Automated count,LOINC,17789-9,316,0.00100223
measurement,3027911,6-Monoacetylmorphine (6-MAM) [Mass/volume] in Urine,LOINC,10975-1,316,0.00100223
measurement,3028572,Rubella virus Ab [Titer] in Serum,LOINC,22497-2,316,0.00100223
measurement,3032057,Clostridioides difficile [Presence] in Stool,LOINC,34712-0,315,9.99E-04
measurement,3032608,Segmented neutrophils [#/volume] in Pleural fluid,LOINC,35012-4,315,9.99E-04
measurement,3048816,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Blood,LOINC,47598-8,315,9.99E-04
measurement,40766107,Cyclic citrullinated peptide IgA+IgG Ab [Presence] in Serum,LOINC,63375-0,315,9.99E-04
measurement,40761511,CBC panel - Blood by Automated count,LOINC,58410-2,314,9.96E-04
measurement,3013766,Candida albicans IgE Ab [Units/volume] in Serum,LOINC,6059-0,313,9.93E-04
measurement,3034244,Calcium [Mass/volume] in Urine collected for unspecified duration,LOINC,35675-8,313,9.93E-04
measurement,21492664,Escherichia coli Stx1 toxin stx1 gene [Presence] in Stool by NAA with probe detection,LOINC,79386-9,313,9.93E-04
observation,4082397,Repeated prescription,SNOMED,182918009,313,9.93E-04
observation,4195970,Family history of cancer of colon,SNOMED,312824007,313,9.93E-04
measurement,3010653,Setomelanomma rostrata IgE Ab [Units/volume] in Serum,LOINC,6138-2,312,9.90E-04
measurement,3025397,Microcytes [Presence] in Blood by Automated count,LOINC,15199-3,312,9.90E-04
measurement,3038470,Chromatin Ab [Units/volume] in Serum or Plasma,LOINC,51775-5,312,9.90E-04
observation,4329840,Legal problem,SNOMED,22268004,312,9.90E-04
measurement,2212656,"Blood count; leukocyte (WBC), automated",CPT4,85048,311,9.86E-04
measurement,2213040,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",CPT4,87206,311,9.86E-04
measurement,3015737,Metanephrines [Mass/volume] in Serum or Plasma,LOINC,29142-7,311,9.86E-04
measurement,3027514,Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma,LOINC,3052-8,311,9.86E-04
measurement,3033192,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 50 iU/mL,LOINC,34704-7,311,9.86E-04
measurement,40761537,Casts [Type] in Urine sediment by Light microscopy,LOINC,58436-7,311,9.86E-04
observation,4050813,FH: Eye disorder,SNOMED,160346003,311,9.86E-04
measurement,3004560,Lymphocytes [#/volume] in Cerebral spinal fluid,LOINC,26475-4,310,9.83E-04
measurement,3004788,Methanol [Presence] in Urine,LOINC,5694-5,310,9.83E-04
measurement,3006044,Creatine kinase.total/Creatine kinase.MB [Enzymatic activity ratio] in Serum or Plasma,LOINC,2158-4,310,9.83E-04
observation,4138637,Referral to rheumatology service,SNOMED,306127007,310,9.83E-04
observation,42742434,"Angiotensin Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) therapy prescribed or currently being taken (CAD, CKD, HF) (DM)",CPT4,4010F,310,9.83E-04
measurement,3009337,Methadone [Mass/volume] in Urine,LOINC,3774-7,309,9.80E-04
measurement,3009405,Reference lab test [Identifier],LOINC,30896-5,309,9.80E-04
measurement,3018756,Amphetamines [Presence] in Urine by Screen method >1000 ng/mL,LOINC,14308-1,309,9.80E-04
measurement,3020148,Glutamate decarboxylase 65 Ab [Units/volume] in Serum,LOINC,13926-1,309,9.80E-04
measurement,3046848,Chlamydia trachomatis DNA [Presence] in Anal by NAA with probe detection,LOINC,45090-8,309,9.80E-04
measurement,3027646,Estrogen [Mass/volume] in Serum or Plasma,LOINC,2254-1,308,9.77E-04
measurement,3028099,Epithelial cells.squamous [Presence] in Sputum by Light microscopy,LOINC,14327-1,308,9.77E-04
measurement,40762528,Pathologist review of results,LOINC,59465-5,308,9.77E-04
measurement,43055596,Buprenorphine [Mass/volume] in Saliva (oral fluid) by Confirmatory method,LOINC,72762-8,308,9.77E-04
observation,4193155,H/O: fracture,SNOMED,391095006,308,9.77E-04
measurement,3014825,Centromere Ab [Presence] in Serum,LOINC,16137-2,307,9.74E-04
measurement,3019479,Bacteria # 2 identified in Urine by Culture,LOINC,17970-5,307,9.74E-04
observation,439228,Sulfonamide adverse reaction,SNOMED,293032001,307,9.74E-04
observation,4319710,Accidentally struck by stationary object,SNOMED,217900005,307,9.74E-04
measurement,3015608,Urea nitrogen [Mass/volume] in 24 hour Urine,LOINC,12967-6,306,9.71E-04
measurement,3017855,Kappa light chains/Lambda light chains [Mass Ratio] in Serum by Immunoassay,LOINC,6788-4,306,9.71E-04
measurement,3046914,Granular casts [#/area] in Urine by Computer assisted method,LOINC,33341-9,306,9.71E-04
measurement,3002022,Protein C Ag actual/normal in Platelet poor plasma by Immunoassay,LOINC,27820-0,305,9.67E-04
measurement,3002278,Androstenedione [Mass/volume] in Serum or Plasma,LOINC,1854-9,305,9.67E-04
measurement,3003332,Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum,LOINC,27048-8,305,9.67E-04
measurement,3010657,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma by Dialysis,LOINC,29239-1,305,9.67E-04
measurement,3023671,Herpes simplex virus 1 DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,LOINC,16952-4,305,9.67E-04
measurement,3025411,PHENobarbital [Mass/volume] in Serum or Plasma,LOINC,3948-7,305,9.67E-04
measurement,3037875,Bordetella parapertussis DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,29723-4,305,9.67E-04
observation,4050937,FH: Father alive and well,SNOMED,160434001,305,9.67E-04
measurement,3011152,Cobalamin (Vitamin B12) [Mass/volume] in Blood,LOINC,16695-9,304,9.64E-04
measurement,4032801,Antimicrobial susceptibility test,SNOMED,14788002,304,9.64E-04
measurement,2212637,Blood count; automated differential WBC count,CPT4,85004,303,9.61E-04
measurement,2212776,Deoxyribonucleic acid (DNA) antibody; native or double stranded,CPT4,86225,303,9.61E-04
measurement,3001218,Citrate [Mass/time] in 24 hour Urine,LOINC,6687-8,303,9.61E-04
measurement,3007326,Left ventricular Ejection fraction by US 2D modified biplane,LOINC,18047-1,303,9.61E-04
measurement,3019832,Treponema pallidum Ab [Presence] in Serum,LOINC,22587-0,303,9.61E-04
observation,2618137,"Self-help/peer services, per 15 minutes",HCPCS,H0038,303,9.61E-04
observation,43533285,"Swallowing functional limitation, current status at therapy episode outset and at reporting intervals",HCPCS,G8996,303,9.61E-04
observation,43533318,"Swallowing functional limitation, projected goal status, at therapy episode outset, at reporting intervals, and at discharge or to end reporting",HCPCS,G8997,303,9.61E-04
measurement,3000265,Immunoelectrophoresis for Serum or Plasma,LOINC,13169-8,302,9.58E-04
measurement,3022077,Beta globulin/Protein.total in Serum or Plasma by Electrophoresis,LOINC,13982-4,302,9.58E-04
measurement,3033564,Herpes simplex virus 2 DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,LOINC,16960-7,302,9.58E-04
measurement,21493332,Influenza virus A RNA [Presence] in Nasopharynx by NAA with non-probe detection,LOINC,82166-0,302,9.58E-04
measurement,46236101,Human papilloma virus 18 DNA [Presence] in Cervix by NAA with probe detection,LOINC,77400-0,302,9.58E-04
observation,4239756,Component of Glasgow coma scale,SNOMED,363893001,302,9.58E-04
measurement,3049837,Alpha-1-Fetoprotein interpretation in Serum or Plasma Narrative,LOINC,49246-2,301,9.55E-04
measurement,3050433,Gestational age in days,LOINC,49052-4,301,9.55E-04
measurement,36203990,Streptococcus pneumoniae Danish serotype 17F IgG Ab [Mass/volume] in Serum,LOINC,86009-8,301,9.55E-04
measurement,36204016,Streptococcus pneumoniae Danish serotype 2 IgG Ab [Mass/volume] in Serum,LOINC,86039-5,301,9.55E-04
measurement,36204022,Streptococcus pneumoniae Danish serotype 20A IgG Ab [Mass/volume] in Serum,LOINC,86045-2,301,9.55E-04
measurement,40760570,Neisseria gonorrhoeae rRNA [Presence] in Anal by NAA with probe detection,LOINC,57458-2,301,9.55E-04
observation,1384418,Infectious Diseases: Dengue Fever Currently,PPI,InfectiousDiseases_DengueFeverCurrently,301,9.55E-04
observation,1384552,Infectious Diseases: How Old Were You Dengue Fever,PPI,InfectiousDiseases_HowOldWereYouDengueFever,301,9.55E-04
observation,1384627,Infectious Diseases: Rx Meds for Dengue Fever,PPI,InfectiousDiseases_RxMedsforDengueFever,301,9.55E-04
measurement,2212572,Sodium; urine,CPT4,84300,300,9.51E-04
measurement,3007087,Corn IgE Ab RAST class [Presence] in Serum,LOINC,15653-9,300,9.51E-04
measurement,3026978,Unidentified crystals [Presence] in Urine sediment by Light microscopy,LOINC,5783-6,300,9.51E-04
measurement,3038906,Protein [Presence] in Urine by SSA method,LOINC,53525-2,300,9.51E-04
measurement,40760140,CBC W Auto Differential panel - Blood,LOINC,57021-8,300,9.51E-04
