observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1333299,45880857,903096,211,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","No, never",PMI: Skip
1332749,1333079,37079442,210,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,Very happy
1333104,1333199,1333340,210,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333102,45883172,903096,209,"In the past month, have recommendations for socially distancing caused stress for you?",Not at all,PMI: Skip
1333291,1333170,1333150,209,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",Income or pay has been reduced
1332848,45879460,1332784,208,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Neutral,Describes me very well
1333104,1333226,1333170,208,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating","None of the above (if selected, no other response options are available"
1333294,1333170,1333223,208,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.","None of the above (if selected, no other response options are available",Not enough money to pay rent
1333300,45883772,903096,208,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",All of the time,PMI: Skip
1310132,45877241,45880190,207,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Unlikely,Very likely
1332748,1333306,903096,206,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Most days (3-4 days),PMI: Skip
1333121,45878994,45883172,206,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",More than half the days,Not at all
1333292,45879397,45881667,206,"In the past 7 days, I felt watchful or on-guard.",Extremely,A little bit
1333104,1333143,1333226,205,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,"Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333104,1333226,1333143,205,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating",Eating high fat or sugary foods
1333291,1333138,1332771,205,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,Worked reduced hours
1332741,1333125,1332777,204,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,Does not describe me
1333291,1332772,1333029,204,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,I became unemployed
1333328,903096,45876662,204,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",PMI: Skip,Never
1332749,1333116,1333078,202,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,Very unhappy
1332826,1332799,1332791,202,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,More often than usual,The same as usual
1333301,1333148,903096,202,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",None of the days (0 days),PMI: Skip
1310133,903096,1310090,200,"If you know it, what is your blood group?",PMI: Skip,I don't know my blood group for certain
